current,ancestor,distance
HP:0006019,HP:0040064,6
HP:0006019,HP:0011844,6
HP:0006019,HP:0040068,6
HP:0006019,HP:0000118,7
HP:0006019,HP:0011842,7
HP:0006019,HP:0000924,7
HP:0031091,HP:0031091,0
HP:0031091,HP:0001780,1
HP:0031091,HP:0011297,2
HP:0031091,HP:0001760,2
HP:0031091,HP:0002813,3
HP:0031091,HP:0002814,3
HP:0031091,HP:0011844,4
HP:0031091,HP:0040068,4
HP:0031091,HP:0040064,4
HP:0031091,HP:0011842,5
HP:0031091,HP:0000924,5
HP:0031091,HP:0000118,5
HP:0010979,HP:0010979,0
HP:0010979,HP:0003107,1
HP:0010979,HP:0003119,2
HP:0010979,HP:0032180,3
HP:0010979,HP:0001939,4
HP:0010979,HP:0000118,5
HP:0010978,HP:0010978,0
HP:0010978,HP:0002715,1
HP:0010978,HP:0000118,2
HP:0010972,HP:0010972,0
HP:0010972,HP:0001903,1
HP:0010972,HP:0001877,2
HP:0010972,HP:0001871,3
HP:0010972,HP:0000118,4
HP:0010971,HP:0010971,0
HP:0010971,HP:0010970,1
HP:0010971,HP:0001877,2
HP:0010971,HP:0001871,3
HP:0010971,HP:0000118,4
HP:0010970,HP:0010970,0
HP:0010970,HP:0001877,1
HP:0010970,HP:0001871,2
HP:0010970,HP:0000118,3
HP:0010977,HP:0010977,0
HP:0010977,HP:0010978,1
HP:0010977,HP:0002715,2
HP:0010977,HP:0000118,3
HP:0010976,HP:0010976,0
HP:0010976,HP:0001888,1
HP:0010976,HP:0001882,2
HP:0010976,HP:0040088,2
HP:0010976,HP:0011893,3
HP:0010976,HP:0004332,3
HP:0010976,HP:0001881,4
HP:0010976,HP:0001871,5
HP:0010976,HP:0010987,5
HP:0010976,HP:0000118,6
HP:0010976,HP:0032251,6
HP:0010976,HP:0002715,7
HP:0010975,HP:0010975,0
HP:0010975,HP:0002846,1
HP:0010975,HP:0040088,1
HP:0010975,HP:0004332,2
HP:0010975,HP:0011893,2
HP:0010975,HP:0001881,3
HP:0010975,HP:0001871,4
HP:0010975,HP:0010987,4
HP:0010975,HP:0000118,5
HP:0010975,HP:0032251,5
HP:0010975,HP:0002715,6
HP:0010974,HP:0010974,0
HP:0010974,HP:0001881,1
HP:0010974,HP:0001871,2
HP:0010974,HP:0010987,2
HP:0010974,HP:0000118,3
HP:0010974,HP:0032251,3
HP:0010974,HP:0002715,4
HP:0010980,HP:0010980,0
HP:0010980,HP:0010979,1
HP:0010980,HP:0003107,2
HP:0010980,HP:0003119,3
HP:0010980,HP:0032180,4
HP:0010980,HP:0001939,5
HP:0010980,HP:0000118,6
HP:0008660,HP:0008660,0
HP:0008660,HP:0000091,1
HP:0008660,HP:0012575,2
HP:0008660,HP:0012210,3
HP:0008660,HP:0000077,4
HP:0008660,HP:0010935,5
HP:0008660,HP:0000079,6
HP:0008660,HP:0000119,7
HP:0008660,HP:0000118,8
HP:0009991,HP:0009991,0
HP:0009991,HP:0010001,1
HP:0009991,HP:0009986,1
HP:0009991,HP:0009988,1
HP:0009991,HP:0009998,2
HP:0009991,HP:0009883,2
HP:0009991,HP:0009985,2
HP:0009991,HP:0004225,2
HP:0009991,HP:0009997,3
HP:0009991,HP:0009832,3
HP:0009991,HP:0004213,3
HP:0009991,HP:0004275,4
HP:0009991,HP:0005918,4
HP:0009991,HP:0004207,4
HP:0009991,HP:0001155,5
HP:0009991,HP:0009142,5
HP:0009991,HP:0001167,5
HP:0009991,HP:0002817,6
HP:0009991,HP:0011297,6
HP:0009991,HP:0040064,7
HP:0009991,HP:0002813,7
HP:0009991,HP:0000118,8
HP:0009991,HP:0011844,8
HP:0009991,HP:0040068,8
HP:0009991,HP:0011842,9
HP:0009991,HP:0000924,9
HP:0009990,HP:0009990,0
HP:0009990,HP:0010006,1
HP:0009990,HP:0009985,1
HP:0009990,HP:0009150,1
HP:0009990,HP:0009997,2
HP:0009990,HP:0004213,2
HP:0009990,HP:0004275,3
HP:0009990,HP:0005918,3
HP:0009990,HP:0004207,3
HP:0009990,HP:0001155,4
HP:0009990,HP:0009142,4
HP:0009990,HP:0001167,4
HP:0009990,HP:0002817,5
HP:0009990,HP:0011297,5
HP:0009990,HP:0040064,6
HP:0009990,HP:0002813,6
HP:0009990,HP:0000118,7
HP:0009990,HP:0011844,7
HP:0009990,HP:0040068,7
HP:0009990,HP:0011842,8
HP:0009990,HP:0000924,8
HP:0007330,HP:0007330,0
HP:0007330,HP:0002084,1
HP:0007330,HP:0011815,2
HP:0007330,HP:0002011,2
HP:0007330,HP:0000929,3
HP:0007330,HP:0012639,3
HP:0007330,HP:0009121,4
HP:0007330,HP:0000234,4
HP:0007330,HP:0000707,4
HP:0007330,HP:0011842,5
HP:0007330,HP:0000152,5
HP:0007330,HP:0000118,5
HP:0007330,HP:0000924,6
HP:0009993,HP:0009993,0
HP:0009993,HP:0010000,1
HP:0009993,HP:0009990,1
HP:0009993,HP:0009986,1
HP:0009993,HP:0010006,2
HP:0009993,HP:0009998,2
HP:0009993,HP:0009985,2
HP:0009993,HP:0009150,2
HP:0009993,HP:0009997,3
HP:0009993,HP:0004213,3
HP:0009993,HP:0004275,4
HP:0009993,HP:0005918,4
HP:0009993,HP:0004207,4
HP:0009993,HP:0001155,5
HP:0009993,HP:0009142,5
HP:0009993,HP:0001167,5
HP:0009993,HP:0002817,6
HP:0009993,HP:0011297,6
HP:0009993,HP:0040064,7
HP:0009993,HP:0002813,7
HP:0009993,HP:0000118,8
HP:0009993,HP:0011844,8
HP:0009993,HP:0040068,8
HP:0009993,HP:0011842,9
HP:0009993,HP:0000924,9
HP:0008661,HP:0008661,0
HP:0008661,HP:0000796,1
HP:0008661,HP:0000795,2
HP:0008661,HP:0000032,3
HP:0008661,HP:0010936,3
HP:0008661,HP:0010461,4
HP:0008661,HP:0000811,4
HP:0008661,HP:0000079,4
HP:0008661,HP:0012243,5
HP:0008661,HP:0000119,5
HP:0008661,HP:0000078,6
HP:0008661,HP:0000118,6
HP:0009992,HP:0009992,0
HP:0009992,HP:0010002,1
HP:0009992,HP:0009986,1
HP:0009992,HP:0009989,1
HP:0009992,HP:0010008,2
HP:0009992,HP:0009998,2
HP:0009992,HP:0009985,2
HP:0009992,HP:0004219,2
HP:0009992,HP:0009997,3
HP:0009992,HP:0009833,3
HP:0009992,HP:0009834,3
HP:0009992,HP:0004213,3
HP:0009992,HP:0004275,4
HP:0009992,HP:0005918,4
HP:0009992,HP:0004207,4
HP:0009992,HP:0001155,5
HP:0009992,HP:0009142,5
HP:0009992,HP:0001167,5
HP:0009992,HP:0002817,6
HP:0009992,HP:0011297,6
HP:0009992,HP:0040064,7
HP:0009992,HP:0002813,7
HP:0009992,HP:0000118,8
HP:0009992,HP:0011844,8
HP:0009992,HP:0040068,8
HP:0009992,HP:0011842,9
HP:0009992,HP:0000924,9
HP:0006000,HP:0006000,0
HP:0006000,HP:0025634,1
HP:0006000,HP:0000069,2
HP:0006000,HP:0010935,3
HP:0006000,HP:0000079,4
HP:0006000,HP:0000119,5
HP:0006000,HP:0000118,6
HP:0009995,HP:0009995,0
HP:0009995,HP:0010005,1
HP:0009995,HP:0009989,1
HP:0009995,HP:0009987,1
HP:0009995,HP:0010008,2
HP:0009995,HP:0009999,2
HP:0009995,HP:0004219,2
HP:0009995,HP:0009985,2
HP:0009995,HP:0009997,3
HP:0009995,HP:0009833,3
HP:0009995,HP:0009834,3
HP:0009995,HP:0004213,3
HP:0009995,HP:0004275,4
HP:0009995,HP:0005918,4
HP:0009995,HP:0004207,4
HP:0009995,HP:0001155,5
HP:0009995,HP:0009142,5
HP:0009995,HP:0001167,5
HP:0009995,HP:0002817,6
HP:0009995,HP:0011297,6
HP:0009995,HP:0040064,7
HP:0009995,HP:0002813,7
HP:0009995,HP:0000118,8
HP:0009995,HP:0011844,8
HP:0009995,HP:0040068,8
HP:0009995,HP:0011842,9
HP:0009995,HP:0000924,9
HP:0008664,HP:0008664,0
HP:0008664,HP:0008661,1
HP:0008664,HP:0000796,2
HP:0008664,HP:0000795,3
HP:0008664,HP:0000032,4
HP:0008664,HP:0010936,4
HP:0008664,HP:0010461,5
HP:0008664,HP:0000811,5
HP:0008664,HP:0000079,5
HP:0008664,HP:0012243,6
HP:0008664,HP:0000119,6
HP:0008664,HP:0000078,7
HP:0008664,HP:0000118,7
HP:0007332,HP:0007332,0
HP:0007332,HP:0002266,1
HP:0007332,HP:0020221,2
HP:0007332,HP:0011153,2
HP:0007332,HP:0020219,3
HP:0007332,HP:0007359,3
HP:0007332,HP:0001250,4
HP:0007332,HP:0012638,5
HP:0007332,HP:0000707,6
HP:0007332,HP:0000118,7
HP:0009994,HP:0009994,0
HP:0009994,HP:0010004,1
HP:0009994,HP:0009988,1
HP:0009994,HP:0009987,1
HP:0009994,HP:0009999,2
HP:0009994,HP:0009883,2
HP:0009994,HP:0004225,2
HP:0009994,HP:0009985,2
HP:0009994,HP:0009997,3
HP:0009994,HP:0009832,3
HP:0009994,HP:0004213,3
HP:0009994,HP:0004275,4
HP:0009994,HP:0005918,4
HP:0009994,HP:0004207,4
HP:0009994,HP:0001155,5
HP:0009994,HP:0009142,5
HP:0009994,HP:0001167,5
HP:0009994,HP:0002817,6
HP:0009994,HP:0011297,6
HP:0009994,HP:0040064,7
HP:0009994,HP:0002813,7
HP:0009994,HP:0000118,8
HP:0009994,HP:0011844,8
HP:0009994,HP:0040068,8
HP:0009994,HP:0011842,9
HP:0009994,HP:0000924,9
HP:0008663,HP:0008663,0
HP:0008663,HP:0009726,1
HP:0008663,HP:0100242,1
HP:0008663,HP:0000077,2
HP:0008663,HP:0010786,2
HP:0008663,HP:0011792,2
HP:0008663,HP:0010935,3
HP:0008663,HP:0007379,3
HP:0008663,HP:0002664,3
HP:0008663,HP:0000079,4
HP:0008663,HP:0000119,4
HP:0008663,HP:0011793,4
HP:0008663,HP:0000118,4
HP:0007333,HP:0007333,0
HP:0007333,HP:0002538,1
HP:0007333,HP:0006872,1
HP:0007333,HP:0002060,2
HP:0007333,HP:0007364,2
HP:0007333,HP:0100547,3
HP:0007333,HP:0002977,3
HP:0007333,HP:0012443,4
HP:0007333,HP:0002011,4
HP:0007333,HP:0012639,5
HP:0007333,HP:0000707,6
HP:0007333,HP:0000118,7
HP:0007334,HP:0007334,0
HP:0007334,HP:0002069,1
HP:0007334,HP:0007359,1
HP:0007334,HP:0020219,2
HP:0007334,HP:0001250,2
HP:0007334,HP:0012638,3
HP:0007334,HP:0000707,4
HP:0007334,HP:0000118,5
HP:0008666,HP:0008666,0
HP:0008666,HP:0000124,1
HP:0008666,HP:0012211,2
HP:0008666,HP:0011277,3
HP:0008666,HP:0000077,3
HP:0008666,HP:0000079,4
HP:0008666,HP:0010935,4
HP:0008666,HP:0000119,5
HP:0008666,HP:0000118,6
HP:0009997,HP:0009997,0
HP:0009997,HP:0004275,1
HP:0009997,HP:0005918,1
HP:0009997,HP:0001155,2
HP:0009997,HP:0009142,2
HP:0009997,HP:0001167,2
HP:0009997,HP:0002817,3
HP:0009997,HP:0011297,3
HP:0009997,HP:0040064,4
HP:0009997,HP:0002813,4
HP:0009997,HP:0000118,5
HP:0009997,HP:0011844,5
HP:0009997,HP:0040068,5
HP:0009997,HP:0011842,6
HP:0009997,HP:0000924,6
HP:0007335,HP:0007335,0
HP:0007335,HP:0001298,1
HP:0007335,HP:0012638,2
HP:0007335,HP:0000707,3
HP:0007335,HP:0000118,4
HP:0009996,HP:0009996,0
HP:0009996,HP:0010003,1
HP:0009996,HP:0009987,1
HP:0009996,HP:0009990,1
HP:0009996,HP:0010006,2
HP:0009996,HP:0009999,2
HP:0009996,HP:0009985,2
HP:0009996,HP:0009150,2
HP:0009996,HP:0009997,3
HP:0009996,HP:0004213,3
HP:0009996,HP:0004275,4
HP:0009996,HP:0005918,4
HP:0009996,HP:0004207,4
HP:0009996,HP:0001155,5
HP:0009996,HP:0009142,5
HP:0009996,HP:0001167,5
HP:0009996,HP:0002817,6
HP:0009996,HP:0011297,6
HP:0009996,HP:0040064,7
HP:0009996,HP:0002813,7
HP:0009996,HP:0000118,8
HP:0009996,HP:0011844,8
HP:0009996,HP:0040068,8
HP:0009996,HP:0011842,9
HP:0009996,HP:0000924,9
HP:0008665,HP:0008665,0
HP:0008665,HP:0040253,1
HP:0008665,HP:0040252,2
HP:0008665,HP:0000056,3
HP:0008665,HP:0000055,4
HP:0008665,HP:0010460,5
HP:0008665,HP:0000811,5
HP:0008665,HP:0012243,6
HP:0008665,HP:0000078,7
HP:0008665,HP:0000119,8
HP:0008665,HP:0000118,9
HP:0008668,HP:0008668,0
HP:0008668,HP:0000133,1
HP:0008668,HP:0000812,2
HP:0008668,HP:0012243,3
HP:0008668,HP:0000078,4
HP:0008668,HP:0000119,5
HP:0008668,HP:0000118,6
HP:0009999,HP:0009999,0
HP:0009999,HP:0009997,1
HP:0009999,HP:0004275,2
HP:0009999,HP:0005918,2
HP:0009999,HP:0001155,3
HP:0009999,HP:0009142,3
HP:0009999,HP:0001167,3
HP:0009999,HP:0002817,4
HP:0009999,HP:0011297,4
HP:0009999,HP:0040064,5
HP:0009999,HP:0002813,5
HP:0009999,HP:0000118,6
HP:0009999,HP:0011844,6
HP:0009999,HP:0040068,6
HP:0009999,HP:0011842,7
HP:0009999,HP:0000924,7
HP:0006006,HP:0006006,0
HP:0006006,HP:0001421,1
HP:0006006,HP:0001155,2
HP:0006006,HP:0001446,2
HP:0006006,HP:0002817,3
HP:0006006,HP:0009127,3
HP:0006006,HP:0040064,4
HP:0006006,HP:0011805,4
HP:0006006,HP:0000118,5
HP:0006006,HP:0003011,5
HP:0009998,HP:0009998,0
HP:0009998,HP:0009997,1
HP:0009998,HP:0004275,2
HP:0009998,HP:0005918,2
HP:0009998,HP:0001155,3
HP:0009998,HP:0009142,3
HP:0009998,HP:0001167,3
HP:0009998,HP:0002817,4
HP:0009998,HP:0011297,4
HP:0009998,HP:0040064,5
HP:0009998,HP:0002813,5
HP:0009998,HP:0000118,6
HP:0009998,HP:0011844,6
HP:0009998,HP:0040068,6
HP:0009998,HP:0011842,7
HP:0009998,HP:0000924,7
HP:0007338,HP:0007338,0
HP:0007338,HP:0000570,1
HP:0007338,HP:0000496,2
HP:0007338,HP:0012373,3
HP:0007338,HP:0000478,4
HP:0007338,HP:0000118,5
HP:0006008,HP:0006008,0
HP:0006008,HP:0001156,1
HP:0006008,HP:0011927,2
HP:0006008,HP:0011297,3
HP:0006008,HP:0002813,4
HP:0006008,HP:0011844,5
HP:0006008,HP:0040068,5
HP:0006008,HP:0011842,6
HP:0006008,HP:0040064,6
HP:0006008,HP:0000924,6
HP:0006008,HP:0000118,7
HP:0008669,HP:0008669,0
HP:0008669,HP:0000025,1
HP:0008669,HP:0012874,2
HP:0008669,HP:0000080,3
HP:0008669,HP:0000078,4
HP:0008669,HP:0000119,5
HP:0008669,HP:0000118,6
HP:0500203,HP:0500203,0
HP:0500203,HP:0500202,1
HP:0500203,HP:0500195,2
HP:0500203,HP:0500184,3
HP:0500203,HP:0500183,4
HP:0500203,HP:0032207,5
HP:0500203,HP:0001939,6
HP:0500203,HP:0000118,7
HP:0500202,HP:0500202,0
HP:0500202,HP:0500195,1
HP:0500202,HP:0500184,2
HP:0500202,HP:0500183,3
HP:0500202,HP:0032207,4
HP:0500202,HP:0001939,5
HP:0500202,HP:0000118,6
HP:0500205,HP:0500205,0
HP:0500205,HP:0500184,1
HP:0500205,HP:0500183,2
HP:0500205,HP:0032207,3
HP:0500205,HP:0001939,4
HP:0500205,HP:0000118,5
HP:0500204,HP:0500204,0
HP:0500204,HP:0500202,1
HP:0500204,HP:0500195,2
HP:0500204,HP:0500184,3
HP:0500204,HP:0500183,4
HP:0500204,HP:0032207,5
HP:0500204,HP:0001939,6
HP:0500204,HP:0000118,7
HP:0500201,HP:0500201,0
HP:0500201,HP:0500199,1
HP:0500201,HP:0500195,2
HP:0500201,HP:0500184,3
HP:0500201,HP:0500183,4
HP:0500201,HP:0032207,5
HP:0500201,HP:0001939,6
HP:0500201,HP:0000118,7
HP:0500200,HP:0500200,0
HP:0500200,HP:0500199,1
HP:0500200,HP:0500195,2
HP:0500200,HP:0500184,3
HP:0500200,HP:0500183,4
HP:0500200,HP:0032207,5
HP:0500200,HP:0001939,6
HP:0500200,HP:0000118,7
HP:0032308,HP:0032308,0
HP:0032308,HP:0100530,1
HP:0032308,HP:0003117,2
HP:0032308,HP:0000818,3
HP:0032308,HP:0000118,4
HP:0032309,HP:0032309,0
HP:0032309,HP:0001911,1
HP:0032309,HP:0011893,1
HP:0032309,HP:0010974,2
HP:0032309,HP:0001881,2
HP:0032309,HP:0001871,3
HP:0032309,HP:0010987,3
HP:0032309,HP:0000118,4
HP:0032309,HP:0032251,4
HP:0032309,HP:0002715,5
HP:0032300,HP:0032300,0
HP:0032300,HP:0032296,1
HP:0032300,HP:0003237,2
HP:0032300,HP:0410242,3
HP:0032300,HP:0010702,3
HP:0032300,HP:0010701,4
HP:0032300,HP:0005368,5
HP:0032300,HP:0005372,5
HP:0032300,HP:0010978,6
HP:0032300,HP:0031409,6
HP:0032300,HP:0002715,7
HP:0032300,HP:0011017,7
HP:0032300,HP:0000118,8
HP:0032300,HP:0025354,8
HP:0032300,HP:0001939,8
HP:0032301,HP:0032301,0
HP:0032301,HP:0200043,1
HP:0032301,HP:0012740,2
HP:0032301,HP:0008069,3
HP:0032301,HP:0011793,4
HP:0032301,HP:0000951,4
HP:0032301,HP:0002664,5
HP:0032301,HP:0001574,5
HP:0032301,HP:0000118,6
HP:0032302,HP:0032302,0
HP:0032302,HP:0030156,1
HP:0032302,HP:0020129,2
HP:0032302,HP:0003110,3
HP:0032302,HP:0001939,4
HP:0032302,HP:0011277,4
HP:0032302,HP:0000118,5
HP:0032302,HP:0000079,5
HP:0032302,HP:0000119,6
HP:0032303,HP:0032303,0
HP:0032303,HP:0030156,1
HP:0032303,HP:0020129,2
HP:0032303,HP:0003110,3
HP:0032303,HP:0001939,4
HP:0032303,HP:0011277,4
HP:0032303,HP:0000118,5
HP:0032303,HP:0000079,5
HP:0032303,HP:0000119,6
HP:0032304,HP:0032304,0
HP:0032304,HP:0010876,1
HP:0032304,HP:0032180,2
HP:0032304,HP:0001939,3
HP:0032304,HP:0000118,4
HP:0032305,HP:0032305,0
HP:0032305,HP:0032304,1
HP:0032305,HP:0010876,2
HP:0032305,HP:0032180,3
HP:0032305,HP:0001939,4
HP:0032305,HP:0000118,5
HP:0032306,HP:0032306,0
HP:0032306,HP:0032304,1
HP:0032306,HP:0010876,2
HP:0032306,HP:0032180,3
HP:0032306,HP:0001939,4
HP:0032306,HP:0000118,5
HP:0032318,HP:0032318,0
HP:0032318,HP:0032316,1
HP:0032318,HP:0032443,2
HP:0032319,HP:0032319,0
HP:0032319,HP:0032316,1
HP:0032319,HP:0032443,2
HP:0500239,HP:0500239,0
HP:0500239,HP:0500238,1
HP:0500239,HP:0025456,2
HP:0500239,HP:0002921,3
HP:0500239,HP:0002011,4
HP:0500239,HP:0012639,5
HP:0500239,HP:0000707,6
HP:0500239,HP:0000118,7
HP:0032310,HP:0032310,0
HP:0032310,HP:0032309,1
HP:0032310,HP:0001911,2
HP:0032310,HP:0011893,2
HP:0032310,HP:0010974,3
HP:0032310,HP:0001881,3
HP:0032310,HP:0001871,4
HP:0032310,HP:0010987,4
HP:0032310,HP:0000118,5
HP:0032310,HP:0032251,5
HP:0032310,HP:0002715,6
HP:0032311,HP:0032311,0
HP:0032311,HP:0032179,1
HP:0032311,HP:0010876,2
HP:0032311,HP:0032180,3
HP:0032311,HP:0001939,4
HP:0032311,HP:0000118,5
HP:0032312,HP:0032312,0
HP:0032312,HP:0032179,1
HP:0032312,HP:0010876,2
HP:0032312,HP:0032180,3
HP:0032312,HP:0001939,4
HP:0032312,HP:0000118,5
HP:0032313,HP:0032313,0
HP:0032313,HP:0002219,1
HP:0032313,HP:0000998,2
HP:0032313,HP:0011362,3
HP:0032313,HP:0001595,4
HP:0032313,HP:0011138,5
HP:0032313,HP:0001574,6
HP:0032313,HP:0000118,7
HP:0032314,HP:0032314,0
HP:0032314,HP:0031093,1
HP:0032314,HP:0000769,2
HP:0032314,HP:0000118,3
HP:0032315,HP:0032315,0
HP:0032315,HP:0032314,1
HP:0032315,HP:0031093,2
HP:0032315,HP:0000769,3
HP:0032315,HP:0000118,4
HP:0032316,HP:0032316,0
HP:0032316,HP:0032443,1
HP:0032317,HP:0032317,0
HP:0032317,HP:0032316,1
HP:0032317,HP:0032443,2
HP:0500241,HP:0500241,0
HP:0500241,HP:0500184,1
HP:0500241,HP:0500183,2
HP:0500241,HP:0032207,3
HP:0500241,HP:0001939,4
HP:0500241,HP:0000118,5
HP:0500240,HP:0500240,0
HP:0500240,HP:0500184,1
HP:0500240,HP:0500183,2
HP:0500240,HP:0032207,3
HP:0500240,HP:0001939,4
HP:0500240,HP:0000118,5
HP:0032320,HP:0032320,0
HP:0032320,HP:0032319,1
HP:0032320,HP:0032316,2
HP:0032320,HP:0032443,3
HP:0500247,HP:0500247,0
HP:0500247,HP:0500184,1
HP:0500247,HP:0500183,2
HP:0500247,HP:0032207,3
HP:0500247,HP:0001939,4
HP:0500247,HP:0000118,5
HP:0500246,HP:0500246,0
HP:0500246,HP:0500245,1
HP:0500246,HP:0500184,2
HP:0500246,HP:0500183,3
HP:0500246,HP:0032207,4
HP:0500246,HP:0001939,5
HP:0500246,HP:0000118,6
HP:0500249,HP:0500249,0
HP:0500249,HP:0003112,1
HP:0500249,HP:0004354,2
HP:0500249,HP:0032180,3
HP:0500249,HP:0001939,4
HP:0500249,HP:0000118,5
HP:0500248,HP:0500248,0
HP:0500248,HP:0500247,1
HP:0500248,HP:0500184,2
HP:0500248,HP:0500183,3
HP:0500248,HP:0032207,4
HP:0500248,HP:0001939,5
HP:0500248,HP:0000118,6
HP:0500243,HP:0500243,0
HP:0500243,HP:0500184,1
HP:0500243,HP:0500183,2
HP:0500243,HP:0032207,3
HP:0500243,HP:0001939,4
HP:0500243,HP:0000118,5
HP:0500242,HP:0500242,0
HP:0500242,HP:0500241,1
HP:0500242,HP:0500184,2
HP:0500242,HP:0500183,3
HP:0500242,HP:0032207,4
HP:0500242,HP:0001939,5
HP:0500242,HP:0000118,6
HP:0500245,HP:0500245,0
HP:0500245,HP:0500184,1
HP:0500245,HP:0500183,2
HP:0500245,HP:0032207,3
HP:0500245,HP:0001939,4
HP:0500245,HP:0000118,5
HP:0500244,HP:0500244,0
HP:0500244,HP:0500243,1
HP:0500244,HP:0500184,2
HP:0500244,HP:0500183,3
HP:0500244,HP:0032207,4
HP:0500244,HP:0001939,5
HP:0500244,HP:0000118,6
HP:0032329,HP:0032329,0
HP:0032329,HP:0012029,1
HP:0032329,HP:0000818,2
HP:0032329,HP:0000118,3
HP:0500229,HP:0500229,0
HP:0500229,HP:0500225,1
HP:0500229,HP:0500184,2
HP:0500229,HP:0500183,3
HP:0500229,HP:0032207,4
HP:0500229,HP:0001939,5
HP:0500229,HP:0000118,6
HP:0500228,HP:0500228,0
HP:0500228,HP:0500226,1
HP:0500228,HP:0500225,2
HP:0500228,HP:0500184,3
HP:0500228,HP:0500183,4
HP:0500228,HP:0032207,5
HP:0500228,HP:0001939,6
HP:0500228,HP:0000118,7
HP:0032321,HP:0032321,0
HP:0032321,HP:0032319,1
HP:0032321,HP:0032316,2
HP:0032321,HP:0032443,3
HP:0032322,HP:0032322,0
HP:0032322,HP:0032319,1
HP:0032322,HP:0032316,2
HP:0032322,HP:0032443,3
HP:0032323,HP:0032323,0
HP:0032323,HP:0001954,1
HP:0032323,HP:0001945,2
HP:0032323,HP:0004370,3
HP:0032323,HP:0012337,4
HP:0032323,HP:0001939,5
HP:0032323,HP:0000118,6
HP:0032324,HP:0032324,0
HP:0032324,HP:0001954,1
HP:0032324,HP:0001945,2
HP:0032324,HP:0004370,3
HP:0032324,HP:0012337,4
HP:0032324,HP:0001939,5
HP:0032324,HP:0000118,6
HP:0032325,HP:0032325,0
HP:0032325,HP:0002140,1
HP:0032325,HP:0002637,2
HP:0032325,HP:0001297,2
HP:0032325,HP:0009145,3
HP:0032325,HP:0100545,3
HP:0032325,HP:0100659,3
HP:0032325,HP:0011004,4
HP:0032325,HP:0012443,4
HP:0032325,HP:0002597,4
HP:0032325,HP:0025015,5
HP:0032325,HP:0002011,5
HP:0032325,HP:0001626,5
HP:0032325,HP:0030680,6
HP:0032325,HP:0012639,6
HP:0032325,HP:0000118,6
HP:0032325,HP:0000707,7
HP:0032326,HP:0032326,0
HP:0032326,HP:0032260,1
HP:0032326,HP:0031690,2
HP:0032326,HP:0032101,3
HP:0032326,HP:0010978,4
HP:0032326,HP:0002715,5
HP:0032326,HP:0000118,6
HP:0032327,HP:0032327,0
HP:0032327,HP:0012703,1
HP:0032327,HP:0002011,2
HP:0032327,HP:0012639,3
HP:0032327,HP:0000707,4
HP:0032327,HP:0000118,5
HP:0032328,HP:0032328,0
HP:0032328,HP:0010754,1
HP:0032328,HP:0000277,2
HP:0032328,HP:0030791,3
HP:0032328,HP:0011821,4
HP:0032328,HP:0000929,5
HP:0032328,HP:0009121,6
HP:0032328,HP:0000234,6
HP:0032328,HP:0011842,7
HP:0032328,HP:0000152,7
HP:0032328,HP:0000924,8
HP:0032328,HP:0000118,8
HP:0500230,HP:0500230,0
HP:0500230,HP:0500229,1
HP:0500230,HP:0500225,2
HP:0500230,HP:0500184,3
HP:0500230,HP:0500183,4
HP:0500230,HP:0032207,5
HP:0500230,HP:0001939,6
HP:0500230,HP:0000118,7
HP:0032330,HP:0032330,0
HP:0032330,HP:0012029,1
HP:0032330,HP:0000818,2
HP:0032330,HP:0000118,3
HP:0031000,HP:0031000,0
HP:0031000,HP:0030999,1
HP:0031000,HP:0011376,2
HP:0031000,HP:0011390,3
HP:0031000,HP:0000359,4
HP:0031000,HP:0031703,5
HP:0031000,HP:0000598,6
HP:0031000,HP:0000118,7
HP:0032331,HP:0032331,0
HP:0032331,HP:0012029,1
HP:0032331,HP:0000818,2
HP:0032331,HP:0000118,3
HP:0500236,HP:0500236,0
HP:0500236,HP:0500235,1
HP:0500236,HP:0500184,2
HP:0500236,HP:0500183,3
HP:0500236,HP:0032207,4
HP:0500236,HP:0001939,5
HP:0500236,HP:0000118,6
HP:0500235,HP:0500235,0
HP:0500235,HP:0500184,1
HP:0500235,HP:0500183,2
HP:0500235,HP:0032207,3
HP:0500235,HP:0001939,4
HP:0500235,HP:0000118,5
HP:0500238,HP:0500238,0
HP:0500238,HP:0025456,1
HP:0500238,HP:0002921,2
HP:0500238,HP:0002011,3
HP:0500238,HP:0012639,4
HP:0500238,HP:0000707,5
HP:0500238,HP:0000118,6
HP:0500237,HP:0500237,0
HP:0500237,HP:0500235,1
HP:0500237,HP:0500184,2
HP:0500237,HP:0500183,3
HP:0500237,HP:0032207,4
HP:0500237,HP:0001939,5
HP:0500237,HP:0000118,6
HP:0500232,HP:0500232,0
HP:0500232,HP:0500231,1
HP:0500232,HP:0500184,2
HP:0500232,HP:0500183,3
HP:0500232,HP:0032207,4
HP:0500232,HP:0001939,5
HP:0500232,HP:0000118,6
HP:0500231,HP:0500231,0
HP:0500231,HP:0500184,1
HP:0500231,HP:0500183,2
HP:0500231,HP:0032207,3
HP:0500231,HP:0001939,4
HP:0500231,HP:0000118,5
HP:0500234,HP:0500234,0
HP:0500234,HP:0500232,1
HP:0500234,HP:0500231,2
HP:0500234,HP:0500184,3
HP:0500234,HP:0500183,4
HP:0500234,HP:0032207,5
HP:0500234,HP:0001939,6
HP:0500234,HP:0000118,7
HP:0500233,HP:0500233,0
HP:0500233,HP:0500232,1
HP:0500233,HP:0500231,2
HP:0500233,HP:0500184,3
